Title,Awards,Awards_won,Awards_nominated,Prime_Awards_nominated,Oscars_Awards_nominated,Golden_Globe_Awards_nominated,BAFTA_Awards_nominated,Prime_Awards_won,Oscars_Awards_won,Golden_Globe_Awards_won,BAFTA_Awards_won,Other_nominations,Other_wins
Celebrity Legacies,None.,0,0,0,0,0,0,0,0,0,0,0,0
Splitting Hairs,None.,0,0,0,0,0,0,0,0,0,0,0,0
50 Ways to Kill Your Mammy,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bad Shorts,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Camp Abercorn: Shorts,None.,0,0,0,0,0,0,0,0,0,0,0,0
Common Joe,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Hunted: City of Angels,None.,0,0,0,0,0,0,0,0,0,0,0,0
Richard III: The New Evidence,None.,0,0,0,0,0,0,0,0,0,0,0,0
Brandi and Jarrod: Married to the Job,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Eye of the Beholder,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hiking Awkward,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chance,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
The Slap,None.,0,0,0,0,0,0,0,0,0,0,0,0
Big Break NFL Puerto Rico,None.,0,0,0,0,0,0,0,0,0,0,0,0
Shred Juice,None.,0,0,0,0,0,0,0,0,0,0,0,0
Abby and Gabby,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bekrov Etzlech,None.,0,0,0,0,0,0,0,0,0,0,0,0
Coast; Winter,None.,0,0,0,0,0,0,0,0,0,0,0,0
Backpackers Guide: Ultimate Weekend,None.,0,0,0,0,0,0,0,0,0,0,0,0
Balade à Toronto,None.,0,0,0,0,0,0,0,0,0,0,0,0
Couleurs Locales,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ruthe: Shit Happens,None.,0,0,0,0,0,0,0,0,0,0,0,0
Denise!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Reality Check,None.,0,0,0,0,0,0,0,0,0,0,0,0
Assistance,None.,0,0,0,0,0,0,0,0,0,0,0,0
Burn It Up,None.,0,0,0,0,0,0,0,0,0,0,0,0
De Donuts,None.,0,0,0,0,0,0,0,0,0,0,0,0
AXN Avenue,None.,0,0,0,0,0,0,0,0,0,0,0,0
Wedding,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chronic Misadventures of Slackers in Space,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Itch,None.,0,0,0,0,0,0,0,0,0,0,0,0
Old Wounds,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ade in Adland,None.,0,0,0,0,0,0,0,0,0,0,0,0
Restaurant Wars: The Battle for Manchester,None.,0,0,0,0,0,0,0,0,0,0,0,0
Beware of Dags,None.,0,0,0,0,0,0,0,0,0,0,0,0
Are You for Real,None.,0,0,0,0,0,0,0,0,0,0,0,0
Day 2 Day,None.,0,0,0,0,0,0,0,0,0,0,0,0
Auf und Davon (5te Staffel,None.,0,0,0,0,0,0,0,0,0,0,0,0
Auf und Davon (4te Staffel),None.,0,0,0,0,0,0,0,0,0,0,0,0
Chad,None.,0,0,0,0,0,0,0,0,0,0,0,0
@TheBuzzer,None.,0,0,0,0,0,0,0,0,0,0,0,0
42 Geek Street,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sekai no owari no Izukoneko,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Break Up,None.,0,0,0,0,0,0,0,0,0,0,0,0
Parting Words,None.,0,0,0,0,0,0,0,0,0,0,0,0
Western Candyland,None.,0,0,0,0,0,0,0,0,0,0,0,0
Graduation,None.,0,0,0,0,0,0,0,0,0,0,0,0
Teens Caught in the Act #6,None.,0,0,0,0,0,0,0,0,0,0,0,0
Fried,None.,0,0,0,0,0,0,0,0,0,0,0,0
Call of the Wild,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Cutting Edge Since 1888,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Future Perfect,None.,0,0,0,0,0,0,0,0,0,0,0,0
Binta! - bengoshi jimuin Minowa ga Ai de kaiketsu shimasu,None.,0,0,0,0,0,0,0,0,0,0,0,0
Scorbie Relapse Live,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Fear,None.,0,0,0,0,0,0,0,0,0,0,0,0
Third Date,None.,0,0,0,0,0,0,0,0,0,0,0,0
Seeing Red,None.,0,0,0,0,0,0,0,0,0,0,0,0
Murder House,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ferguson,None.,0,0,0,0,0,0,0,0,0,0,0,0
The After Party,None.,0,0,0,0,0,0,0,0,0,0,0,0
Day of Reckoning,None.,0,0,0,0,0,0,0,0,0,0,0,0
Billy and Bonnie,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Richy Show - Episode 5 - Every Now and Jen,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Richy Show - Episode 7 - On Your Mark,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Richy Show - Episode 8 - Synth Pop and B Sides,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Richy Show - Episode 9 - Bits of Comedy,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Richy Show - Episode 10 - Purly Wyte in Sight,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Tagger,None.,0,0,0,0,0,0,0,0,0,0,0,0
Caleta del Sol,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hiding Blame,None.,0,0,0,0,0,0,0,0,0,0,0,0
Antiheroes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Amigas y conocidas,None.,0,0,0,0,0,0,0,0,0,0,0,0
Abusing Therapist,None.,0,0,0,0,0,0,0,0,0,0,0,0
Kahayatle: A Journey of Everglades Restoration,None.,0,0,0,0,0,0,0,0,0,0,0,0
Dancing,None.,0,0,0,0,0,0,0,0,0,0,0,0
Mabel,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Circus of Life,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ono,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sweatshop,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Promise,None.,0,0,0,0,0,0,0,0,0,0,0,0
Do I Sound Gay?,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
Katy Perry: Dark Horse,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,2,1
Cheers,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bloodlands,None.,0,0,0,0,0,0,0,0,0,0,0,0
Black Magic,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Show Must Go On,None.,0,0,0,0,0,0,0,0,0,0,0,0
A morte é o único perdão,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,3,1
The Last Drop,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ask Dr. Juli,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chasing the Cloonar Eclipse,None.,0,0,0,0,0,0,0,0,0,0,0,0
Stars,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Bench: Chapter Two - Betty and Paul,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hair of the Dog,None.,0,0,0,0,0,0,0,0,0,0,0,0
Argyle Park,None.,0,0,0,0,0,0,0,0,0,0,0,0
Frankenstein and the Vampyre: A Dark and Stormy Night,None.,0,0,0,0,0,0,0,0,0,0,0,0
Forbidden Love,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Fighter: Latin America,None.,0,0,0,0,0,0,0,0,0,0,0,0
Car Matchmaker with Spike Feresten,None.,0,0,0,0,0,0,0,0,0,0,0,0
Fantasy Football,None.,0,0,0,0,0,0,0,0,0,0,0,0
Big and Slim,None.,0,0,0,0,0,0,0,0,0,0,0,0
El cumpleaños de Darcy,None.,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Filmmaking,None.,0,0,0,0,0,0,0,0,0,0,0,0
Lies,None.,0,0,0,0,0,0,0,0,0,0,0,0
Dog Gone,None.,0,0,0,0,0,0,0,0,0,0,0,0
Between the Lines,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adventures on the Fly!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Cactus Alliance,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hitman: Vengeance,None.,0,0,0,0,0,0,0,0,0,0,0,0
Judgement Day,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hollywood Divas,None.,0,0,0,0,0,0,0,0,0,0,0,0
Feedback,None.,0,0,0,0,0,0,0,0,0,0,0,0
Stay - Trash Mountain Project,None.,0,0,0,0,0,0,0,0,0,0,0,0
Beth; From Chicago: Web Series,None.,0,0,0,0,0,0,0,0,0,0,0,0
Steve Martin & the Steep Canyon Rangers Featuring Edie Brickell,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bad Boys Bound and Punished,None.,0,0,0,0,0,0,0,0,0,0,0,0
Blackbelt TV's Best of Africa,None.,0,0,0,0,0,0,0,0,0,0,0,0
BerlinerMoment,None.,0,0,0,0,0,0,0,0,0,0,0,0
Frog,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aquaman: The Teen Drama,None.,0,0,0,0,0,0,0,0,0,0,0,0
Paranormal After Party,None.,0,0,0,0,0,0,0,0,0,0,0,0
Stuck,None.,0,0,0,0,0,0,0,0,0,0,0,0
Blending in with the Bahrainis,None.,0,0,0,0,0,0,0,0,0,0,0,0
21 Up New Generation,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bei Anruf Liebe,None.,0,0,0,0,0,0,0,0,0,0,0,0
L'île déserte,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Segunda Vez,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Hit,None.,0,0,0,0,0,0,0,0,0,0,0,0
Behind the Scenes on Disney Channel's Zapped,None.,0,0,0,0,0,0,0,0,0,0,0,0
Special Delivery,None.,0,0,0,0,0,0,0,0,0,0,0,0
Unwanted,None.,0,0,0,0,0,0,0,0,0,0,0,0
Footsteps,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chronicles of the Dragon,None.,0,0,0,0,0,0,0,0,0,0,0,0
Contingency: Mitchell & Sadie,None.,0,0,0,0,0,0,0,0,0,0,0,0
Caged,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bluf,None.,0,0,0,0,0,0,0,0,0,0,0,0
Animeme Rap Battles,None.,0,0,0,0,0,0,0,0,0,0,0,0
American War Generals,None.,0,0,0,0,0,0,0,0,0,0,0,0
CineDopes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Beast,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Real Thing,None.,0,0,0,0,0,0,0,0,0,0,0,0
Banken: New Normal,None.,0,0,0,0,0,0,0,0,0,0,0,0
Dead on Arrival,None.,0,0,0,0,0,0,0,0,0,0,0,0
Black Action,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bonkura,None.,0,0,0,0,0,0,0,0,0,0,0,0
Amor Sin Reserva,None.,0,0,0,0,0,0,0,0,0,0,0,0
Just Don't Do it,None.,0,0,0,0,0,0,0,0,0,0,0,0
Castle of Contagion,None.,0,0,0,0,0,0,0,0,0,0,0,0
Between Friends,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chernobyl: Zona otchuzhdeniya,None.,0,0,0,0,0,0,0,0,0,0,0,0
Celebrity Squares,None.,0,0,0,0,0,0,0,0,0,0,0,0
Fishing,None.,0,0,0,0,0,0,0,0,0,0,0,0
Affliction,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adultish,None.,0,0,0,0,0,0,0,0,0,0,0,0
BS Detector,None.,0,0,0,0,0,0,0,0,0,0,0,0
Salinger,None.,0,0,0,0,0,0,0,0,0,0,0,0
5 State Killing Spree Live on BandWidth HOA,None.,0,0,0,0,0,0,0,0,0,0,0,0
Restoring England's Heritage (North East & Cumbria),None.,0,0,0,0,0,0,0,0,0,0,0,0
The Itsy Bitsy Spider,None.,0,0,0,0,0,0,0,0,0,0,0,0
Secrets,None.,0,0,0,0,0,0,0,0,0,0,0,0
Whole Foods Anger Management,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Best Coast: L.A. vs. New York,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ato Falho,None.,0,0,0,0,0,0,0,0,0,0,0,0
Boxed in,None.,0,0,0,0,0,0,0,0,0,0,0,0
Southwest: Music Video,None.,0,0,0,0,0,0,0,0,0,0,0,0
Because I Love You,None.,0,0,0,0,0,0,0,0,0,0,0,0
Duty,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Monsters,None.,0,0,0,0,0,0,0,0,0,0,0,0
Caras de la cultura - Cinema Paraiso,None.,0,0,0,0,0,0,0,0,0,0,0,0
24x24,None.,0,0,0,0,0,0,0,0,0,0,0,0
Mayday,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Haunting in Ravenswood,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chicks Dig It: The Unfinished Opus,None.,0,0,0,0,0,0,0,0,0,0,0,0
Second Chances,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0,5,2
Picnic,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Catch the Dream Bios with Adam Beach,None.,0,0,0,0,0,0,0,0,0,0,0,0
Never Enough,None.,0,0,0,0,0,0,0,0,0,0,0,0
2ª Dama,2 nominations.,0,2,0,0,0,0,0,0,0,0,2,0
Salute! Sun Yat-Sen,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0,5,4
Queen Antigone: Three Acts,None.,0,0,0,0,0,0,0,0,0,0,0,0
Car-News Magazine,None.,0,0,0,0,0,0,0,0,0,0,0,0
Life of Pi in 60 Seconds,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ties That Bind,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alibi Agentur - Bei uns sind ihre Geheimnisse sicher!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ai Tenchi Muyo!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bonjour Koiaji Pâtisserie,None.,0,0,0,0,0,0,0,0,0,0,0,0
An Alternative Reality: The Football Manager Documentary,None.,0,0,0,0,0,0,0,0,0,0,0,0
America's It Girl,None.,0,0,0,0,0,0,0,0,0,0,0,0
Once Upon a Time in the West Oakland,None.,0,0,0,0,0,0,0,0,0,0,0,0
39 to Go,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
5 cigarros e um beijo,None.,0,0,0,0,0,0,0,0,0,0,0,0
Encounters,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Big Ten Treasure Hunter,None.,0,0,0,0,0,0,0,0,0,0,0,0
Dora and Friends: Into the City!,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0,7,3
America's Cutest Disney Side Howl-O-Ween,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adotada,None.,0,0,0,0,0,0,0,0,0,0,0,0
Batman's Lego Adventure: Part 3,None.,0,0,0,0,0,0,0,0,0,0,0,0
Batman's Lego Adventure: Part 4,None.,0,0,0,0,0,0,0,0,0,0,0,0
Work,None.,0,0,0,0,0,0,0,0,0,0,0,0
Da Zhang Fu,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0,3,2
The Burden,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chris Hedges and Eugene Jarecki the Failed War on Drugs: A Progressive Voice,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Horrorshow,None.,0,0,0,0,0,0,0,0,0,0,0,0
Art Beat,None.,0,0,0,0,0,0,0,0,0,0,0,0
Top Ten Ways to Wake Up from a Coma,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bosca Ceoil,None.,0,0,0,0,0,0,0,0,0,0,0,0
Agatha Raisin: The Quiche of Death,None.,0,0,0,0,0,0,0,0,0,0,0,0
Cindy,None.,0,0,0,0,0,0,0,0,0,0,0,0
Second Chance,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Great British Bake Off: An Extra Slice,None.,0,0,0,0,0,0,0,0,0,0,0,0
Trauma,None.,0,0,0,0,0,0,0,0,0,0,0,0
21st Century Television with Host Donald Trump Jr,None.,0,0,0,0,0,0,0,0,0,0,0,0
James Deen's Seven Sins: Sloth,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aero - Por Trás da Aviação,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Ouija Board,None.,0,0,0,0,0,0,0,0,0,0,0,0
Cartoon Quickies,None.,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Exes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Crash Course: Big History,None.,0,0,0,0,0,0,0,0,0,0,0,0
Triumph,None.,0,0,0,0,0,0,0,0,0,0,0,0
Congratulations! You are still in the running for becoming!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Auf den Schienen des Doppeladlers,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sea Change,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bystander Revolution,None.,0,0,0,0,0,0,0,0,0,0,0,0
Riders on the Storm,None.,0,0,0,0,0,0,0,0,0,0,0,0
Traffic,None.,0,0,0,0,0,0,0,0,0,0,0,0
Askholes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Agora Nós,None.,0,0,0,0,0,0,0,0,0,0,0,0
Crossing the Line,None.,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Gold,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chicks Flippin the Script,None.,0,0,0,0,0,0,0,0,0,0,0,0
Un Noel au Pakistan,None.,0,0,0,0,0,0,0,0,0,0,0,0
Career Day,None.,0,0,0,0,0,0,0,0,0,0,0,0
Best Christmas Party Ever,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Beyond Geek,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ebola: Inside the Deadly Outbreak,None.,0,0,0,0,0,0,0,0,0,0,0,0
300,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hans-Joachim Stuck und sein Wilder Kaiser,None.,0,0,0,0,0,0,0,0,0,0,0,0
AfterBuzz TV's Spotlight On,None.,0,0,0,0,0,0,0,0,0,0,0,0
Booze Traveler,None.,0,0,0,0,0,0,0,0,0,0,0,0
Capitol Hill,None.,0,0,0,0,0,0,0,0,0,0,0,0
Choupal,None.,0,0,0,0,0,0,0,0,0,0,0,0
No Outlet,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aku ja 7 ihmettä,None.,0,0,0,0,0,0,0,0,0,0,0,0
Beards,None.,0,0,0,0,0,0,0,0,0,0,0,0
Actors Untitled: The Web Series,None.,0,0,0,0,0,0,0,0,0,0,0,0
Spawn: The Recall,None.,0,0,0,0,0,0,0,0,0,0,0,0
Knockout,None.,0,0,0,0,0,0,0,0,0,0,0,0
Shadows,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bad Lads,2 nominations.,0,2,0,0,0,0,0,0,0,0,2,0
Holiday in Halifax,None.,0,0,0,0,0,0,0,0,0,0,0,0
Canada's Smartest Person,None.,0,0,0,0,0,0,0,0,0,0,0,0
Spartans,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Big Wave Hellmen,None.,0,0,0,0,0,0,0,0,0,0,0,0
Tall in the Saddle Building Champions,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Ritual,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chris Hedges; God's Covenant in the Promised Land: A Progressive Voice,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Invisible Man,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Agony of the Mind,None.,0,0,0,0,0,0,0,0,0,0,0,0
Projections of America,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ducks,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bana Artik Hicran De,None.,0,0,0,0,0,0,0,0,0,0,0,0
La promesse d'Elie,None.,0,0,0,0,0,0,0,0,0,0,0,0
Becoming Mercy,None.,0,0,0,0,0,0,0,0,0,0,0,0
And Another Thing with Larry Mendte,None.,0,0,0,0,0,0,0,0,0,0,0,0
13,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0,2,4
Awkward Stages,None.,0,0,0,0,0,0,0,0,0,0,0,0
Dinner,None.,0,0,0,0,0,0,0,0,0,0,0,0
Break in Britain: The Crackdown,None.,0,0,0,0,0,0,0,0,0,0,0,0
All Mixed Up,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sombreros - Smash the Big Game,None.,0,0,0,0,0,0,0,0,0,0,0,0
At First Sight,None.,0,0,0,0,0,0,0,0,0,0,0,0
2014 World Series,None.,0,0,0,0,0,0,0,0,0,0,0,0
What You Can Do Presents - Drought; Extreme Weather and Our Marine Animals,None.,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Robins: Curse of the Child Star,None.,0,0,0,0,0,0,0,0,0,0,0,0
Das Kind in der Schachtel,None.,0,0,0,0,0,0,0,0,0,0,0,0
Freak Out,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Henry Ford's Innovation Nation,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0,3,2
Crime Stoppers Case Files: Southern California Counterfeiting,None.,0,0,0,0,0,0,0,0,0,0,0,0
Crime Stoppers Case Files: Southern California Human Trafficking Part 2,None.,0,0,0,0,0,0,0,0,0,0,0,0
101 More Amazing Places to Chowdown,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hard Times,None.,0,0,0,0,0,0,0,0,0,0,0,0
Catalina: Last Journey of the Patrol Boat Yankee,None.,0,0,0,0,0,0,0,0,0,0,0,0
Baron24,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bloodlines,None.,0,0,0,0,0,0,0,0,0,0,0,0
Worst Place to Be a Pilot,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hamlet,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chasin Crazy,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hunted: The War Against Gays in Russia,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Start,None.,0,0,0,0,0,0,0,0,0,0,0,0
Easy as Pie,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ceux de 14,2 wins.,2,0,0,0,0,0,0,0,0,0,0,2
Mzansi Love: Kiss and Tell,None.,0,0,0,0,0,0,0,0,0,0,0,0
2014 American League Championship Series,None.,0,0,0,0,0,0,0,0,0,0,0,0
Berega moey mechty,None.,0,0,0,0,0,0,0,0,0,0,0,0
No Place Like Home,None.,0,0,0,0,0,0,0,0,0,0,0,0
White Noise,None.,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ball Hogs,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Devil You Know,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro & Yahaira,None.,0,0,0,0,0,0,0,0,0,0,0,0
Land of Sciacchetra': La Famiglia Bonfiglio,None.,0,0,0,0,0,0,0,0,0,0,0,0
Atairiastoi,None.,0,0,0,0,0,0,0,0,0,0,0,0
Kids Are Dying,None.,0,0,0,0,0,0,0,0,0,0,0,0
Gay of Thrones S4 EP1 Recap: The Liar and the Hoes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Blogtown,None.,0,0,0,0,0,0,0,0,0,0,0,0
El Regreso,None.,0,0,0,0,0,0,0,0,0,0,0,0
American Legacies,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Sandcastle Man,None.,0,0,0,0,0,0,0,0,0,0,0,0
All-American Amusement Parks,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Reincarnation Of Ms. Barabe,None.,0,0,0,0,0,0,0,0,0,0,0,0
Byens Ildsjæle,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Way Things Are,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Sometimes; It's the White Guy: Or How I Learned That Fanatics Aren't Always Middle Eastern,None.,0,0,0,0,0,0,0,0,0,0,0,0
Cubed,None.,0,0,0,0,0,0,0,0,0,0,0,0
America by the Numbers with Maria Hinojosa,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
Bloodworks,None.,0,0,0,0,0,0,0,0,0,0,0,0
Lukas Baguette,None.,0,0,0,0,0,0,0,0,0,0,0,0
Amo de Casa,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bad Hair Day Octopus,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sara,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Town That Disappeared Overnight,None.,0,0,0,0,0,0,0,0,0,0,0,0
Munchies,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bi,None.,0,0,0,0,0,0,0,0,0,0,0,0
24 Hours in Police Custody,None.,0,0,0,0,0,0,0,0,0,0,0,0
After Total Divas,None.,0,0,0,0,0,0,0,0,0,0,0,0
Timber Timbre: Grand Canyon,None.,0,0,0,0,0,0,0,0,0,0,0,0
'Tween You & Me,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bankerot,3 nominations.,0,3,0,0,0,0,0,0,0,0,3,0
Amazing Spaces Shed of the Year,None.,0,0,0,0,0,0,0,0,0,0,0,0
Tom's Music Videos of Doom,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alton's After-Show,None.,0,0,0,0,0,0,0,0,0,0,0,0
Flavor Flav: Michael Jackson,None.,0,0,0,0,0,0,0,0,0,0,0,0
BKB Unfiltered,None.,0,0,0,0,0,0,0,0,0,0,0,0
Awkward Bully,None.,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rainbow's New Theme Song with LeVar Burton,None.,0,0,0,0,0,0,0,0,0,0,0,0
Venganza En La Sangre,None.,0,0,0,0,0,0,0,0,0,0,0,0
mental_floss: The Big Question,None.,0,0,0,0,0,0,0,0,0,0,0,0
Collapse,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0,1,2
Cooking in the Fast Lane,None.,0,0,0,0,0,0,0,0,0,0,0,0
Artemia,None.,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Fire: I Am a Firefighter,None.,0,0,0,0,0,0,0,0,0,0,0,0
TMI: Mother's Day,None.,0,0,0,0,0,0,0,0,0,0,0,0
Tiny House Nation: Halloween Special,None.,0,0,0,0,0,0,0,0,0,0,0,0
Endeavour: Everest,None.,0,0,0,0,0,0,0,0,0,0,0,0
Working Stiff,None.,0,0,0,0,0,0,0,0,0,0,0,0
Under Pressure,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bff,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bananas,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Collection,None.,0,0,0,0,0,0,0,0,0,0,0,0
13 Nights of Elvira,None.,0,0,0,0,0,0,0,0,0,0,0,0
Beiping wu zhan shi,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0,0,5,6
Cinematon #2285 Andreas Menn,None.,0,0,0,0,0,0,0,0,0,0,0,0
American Guinea Pig: Bouquet of Guts and Gore,None.,0,0,0,0,0,0,0,0,0,0,0,0
Start Anew?: On the Campaign Trail with Beady Eye,None.,0,0,0,0,0,0,0,0,0,0,0,0
12 TeEn,None.,0,0,0,0,0,0,0,0,0,0,0,0
Brotherly Love,None.,0,0,0,0,0,0,0,0,0,0,0,0
Biggest and Baddest 2,None.,0,0,0,0,0,0,0,0,0,0,0,0
Diamonds Are Forever,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Horrors of AutoCorrect,None.,0,0,0,0,0,0,0,0,0,0,0,0
Brown Girl Problems,None.,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park: Operation Rebirth,None.,0,0,0,0,0,0,0,0,0,0,0,0
Not the End...,None.,0,0,0,0,0,0,0,0,0,0,0,0
Driven,None.,0,0,0,0,0,0,0,0,0,0,0,0
Caption Fail Movies,None.,0,0,0,0,0,0,0,0,0,0,0,0
